_Annual_J-D_2020_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
   1   1 -179.00  -89.00        0.4560
   2   1 -177.00  -89.00        0.4560
   3   1 -175.00  -89.00        0.4560
   4   1 -173.00  -89.00        0.4560
   5   1 -171.00  -89.00        0.4560
   6   1 -169.00  -89.00        0.4560
   7   1 -167.00  -89.00        0.4560
   8   1 -165.00  -89.00        0.4560
   9   1 -163.00  -89.00        0.4560
  10   1 -161.00  -89.00        0.4560
  11   1 -159.00  -89.00        0.4560
  12   1 -157.00  -89.00        0.4560
  13   1 -155.00  -89.00        0.4560
  14   1 -153.00  -89.00        0.4560
  15   1 -151.00  -89.00        0.4560
  16   1 -149.00  -89.00        0.4560
  17   1 -147.00  -89.00        0.4560
  18   1 -145.00  -89.00        0.4560
  19   1 -143.00  -89.00        0.4560
  20   1 -141.00  -89.00        0.4560
  21   1 -139.00  -89.00        0.4560
  22   1 -137.00  -89.00        0.4560
  23   1 -135.00  -89.00        0.4560
  24   1 -133.00  -89.00        0.4560
  25   1 -131.00  -89.00        0.4560
  26   1 -129.00  -89.00        0.4560
  27   1 -127.00  -89.00        0.4560
  28   1 -125.00  -89.00        0.4560
  29   1 -123.00  -89.00        0.4560
  30   1 -121.00  -89.00        0.4560
  31   1 -119.00  -89.00        0.4560
  32   1 -117.00  -89.00        0.4560
  33   1 -115.00  -89.00        0.4560
  34   1 -113.00  -89.00        0.4560
  35   1 -111.00  -89.00        0.4560
  36   1 -109.00  -89.00        0.4560
  37   1 -107.00  -89.00        0.4560
  38   1 -105.00  -89.00        0.4560
  39   1 -103.00  -89.00        0.4560
  40   1 -101.00  -89.00        0.4560
  41   1  -99.00  -89.00        0.4560
  42   1  -97.00  -89.00        0.4560
  43   1  -95.00  -89.00        0.4560
  44   1  -93.00  -89.00        0.4560
  45   1  -91.00  -89.00        0.4560
  46   1  -89.00  -89.00        0.4560
  47   1  -87.00  -89.00        0.4560
  48   1  -85.00  -89.00        0.4560
  49   1  -83.00  -89.00        0.4560
  50   1  -81.00  -89.00        0.4560
  51   1  -79.00  -89.00        0.4560
  52   1  -77.00  -89.00        0.4560
  53   1  -75.00  -89.00        0.4560
  54   1  -73.00  -89.00        0.4560
  55   1  -71.00  -89.00        0.4560
  56   1  -69.00  -89.00        0.4560
  57   1  -67.00  -89.00        0.4560
  58   1  -65.00  -89.00        0.4560
  59   1  -63.00  -89.00        0.4560
  60   1  -61.00  -89.00        0.4560
  61   1  -59.00  -89.00        0.4560
  62   1  -57.00  -89.00        0.4560
  63   1  -55.00  -89.00        0.4560
  64   1  -53.00  -89.00        0.4560
  65   1  -51.00  -89.00        0.4560
  66   1  -49.00  -89.00        0.4560
  67   1  -47.00  -89.00        0.4560
  68   1  -45.00  -89.00        0.4560
  69   1  -43.00  -89.00        0.4560
