    Jan-Mar_2022_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 163  11  145.00  -69.00        0.4656
 164  11  147.00  -69.00        0.4656
 165  11  149.00  -69.00        0.4656
 166  11  151.00  -69.00        0.4656
 167  11  153.00  -69.00        0.6852
 168  11  155.00  -69.00        0.9047
 169  11  157.00  -69.00        0.9047
 170  11  159.00  -69.00        0.9047
 171  11  161.00  -69.00        0.9047
 172  11  163.00  -69.00        1.5174
 173  11  165.00  -69.00        1.5174
 174  11  167.00  -69.00        1.5174
 175  11  169.00  -69.00        1.5174
 176  11  171.00  -69.00        1.5813
 177  11  173.00  -69.00        1.6451
 178  11  175.00  -69.00        1.6451
 179  11  177.00  -69.00        1.6451
 180  11  179.00  -69.00        1.6451
   1  12 -179.00  -67.00       -0.1836
   2  12 -177.00  -67.00       -0.1836
   3  12 -175.00  -67.00       -0.1836
   4  12 -173.00  -67.00       -0.1836
   5  12 -171.00  -67.00       -0.2557
   6  12 -169.00  -67.00       -0.3279
   7  12 -167.00  -67.00       -0.3279
   8  12 -165.00  -67.00       -0.3279
   9  12 -163.00  -67.00       -0.3279
  10  12 -161.00  -67.00       -0.5004
  11  12 -159.00  -67.00       -0.5004
  12  12 -157.00  -67.00       -0.5004
  13  12 -155.00  -67.00       -0.5004
  14  12 -153.00  -67.00       -0.5661
  15  12 -151.00  -67.00       -0.6318
  16  12 -149.00  -67.00       -0.6318
  17  12 -147.00  -67.00       -0.6318
  18  12 -145.00  -67.00       -0.6318
  19  12 -143.00  -67.00       -0.5651
  20  12 -141.00  -67.00       -0.5651
  21  12 -139.00  -67.00       -0.5651
  22  12 -137.00  -67.00       -0.5651
  23  12 -135.00  -67.00       -0.5651
  24  12 -133.00  -67.00     9999.0000
  25  12 -131.00  -67.00     9999.0000
  26  12 -129.00  -67.00     9999.0000
  27  12 -127.00  -67.00     9999.0000
  28  12 -125.00  -67.00       -0.3121
  29  12 -123.00  -67.00       -0.3121
  30  12 -121.00  -67.00       -0.3121
  31  12 -119.00  -67.00       -0.3121
  32  12 -117.00  -67.00       -0.2173
  33  12 -115.00  -67.00       -0.1724
  34  12 -113.00  -67.00       -0.1724
  35  12 -111.00  -67.00       -0.1724
  36  12 -109.00  -67.00       -0.1724
  37  12 -107.00  -67.00       -0.1722
  38  12 -105.00  -67.00       -0.1722
  39  12 -103.00  -67.00       -0.1722
  40  12 -101.00  -67.00       -0.1722
  41  12  -99.00  -67.00       -0.1089
  42  12  -97.00  -67.00       -0.0457
  43  12  -95.00  -67.00       -0.0457
  44  12  -93.00  -67.00       -0.0457
  45  12  -91.00  -67.00       -0.0457
  46  12  -89.00  -67.00        0.6214
  47  12  -87.00  -67.00        0.6214
  48  12  -85.00  -67.00        0.6214
  49  12  -83.00  -67.00        0.6214
  50  12  -81.00  -67.00        0.6274
  51  12  -79.00  -67.00        0.6334
  52  12  -77.00  -67.00        0.6334
  53  12  -75.00  -67.00        0.6334
  54  12  -73.00  -67.00        0.6334
  55  12  -71.00  -67.00        0.6311
  56  12  -69.00  -67.00        0.6311
  57  12  -67.00  -67.00        0.6311
  58  12  -65.00  -67.00        0.6311
  59  12  -63.00  -67.00        0.9987
  60  12  -61.00  -67.00        1.3664
  61  12  -59.00  -67.00        1.3664
  62  12  -57.00  -67.00        1.3664
  63  12  -55.00  -67.00        1.3664
  64  12  -53.00  -67.00        1.3570
  65  12  -51.00  -67.00        1.3570
  66  12  -49.00  -67.00        1.3570
  67  12  -47.00  -67.00        1.3570
  68  12  -45.00  -67.00        1.3058
  69  12  -43.00  -67.00        1.2547
  70  12  -41.00  -67.00        1.2547
  71  12  -39.00  -67.00        1.2547
  72  12  -37.00  -67.00        1.2547
  73  12  -35.00  -67.00        0.1224
  74  12  -33.00  -67.00        0.1224
  75  12  -31.00  -67.00        0.1224
  76  12  -29.00  -67.00        0.1224
  77  12  -27.00  -67.00       -0.1881
  78  12  -25.00  -67.00       -0.4987
  79  12  -23.00  -67.00       -0.4987
  80  12  -21.00  -67.00       -0.4987
  81  12  -19.00  -67.00       -0.4987
  82  12  -17.00  -67.00       -0.1182
  83  12  -15.00  -67.00       -0.1182
  84  12  -13.00  -67.00       -0.1182
  85  12  -11.00  -67.00       -0.1182
  86  12   -9.00  -67.00       -0.0404
  87  12   -7.00  -67.00        0.0374
  88  12   -5.00  -67.00        0.0374
  89  12   -3.00  -67.00        0.0374
  90  12   -1.00  -67.00        0.0374
  91  12    1.00  -67.00       -0.1078
  92  12    3.00  -67.00       -0.1078
  93  12    5.00  -67.00       -0.1078
  94  12    7.00  -67.00       -0.1078
  95  12    9.00  -67.00       -0.0606
  96  12   11.00  -67.00       -0.0134
  97  12   13.00  -67.00       -0.0134
  98  12   15.00  -67.00       -0.0134
  99  12   17.00  -67.00       -0.0134
 100  12   19.00  -67.00        0.1968
 101  12   21.00  -67.00        0.1968
 102  12   23.00  -67.00        0.1968
 103  12   25.00  -67.00        0.1968
 104  12   27.00  -67.00        0.3173
 105  12   29.00  -67.00        0.4377
 106  12   31.00  -67.00        0.4377
 107  12   33.00  -67.00        0.4377
 108  12   35.00  -67.00        0.4377
 109  12   37.00  -67.00        0.5559
 110  12   39.00  -67.00        0.5559
 111  12   41.00  -67.00        0.5559
 112  12   43.00  -67.00        0.5559
 113  12   45.00  -67.00        0.7399
 114  12   47.00  -67.00        0.9239
 115  12   49.00  -67.00        0.9239
 116  12   51.00  -67.00        0.9239
 117  12   53.00  -67.00        0.9239
 118  12   55.00  -67.00        0.7623
 119  12   57.00  -67.00        0.7623
 120  12   59.00  -67.00        0.7623
 121  12   61.00  -67.00        0.7623
 122  12   63.00  -67.00        0.6639
 123  12   65.00  -67.00        0.5654
 124  12   67.00  -67.00        0.5654
 125  12   69.00  -67.00        0.5654
 126  12   71.00  -67.00        0.5654
 127  12   73.00  -67.00        0.3911
 128  12   75.00  -67.00        0.3911
 129  12   77.00  -67.00        0.3911
 130  12   79.00  -67.00        0.3911
 131  12   81.00  -67.00        0.3121
 132  12   83.00  -67.00        0.2332
 133  12   85.00  -67.00        0.2332
 134  12   87.00  -67.00        0.2332
 135  12   89.00  -67.00        0.2332
 136  12   91.00  -67.00        0.0195
 137  12   93.00  -67.00        0.0195
 138  12   95.00  -67.00        0.0195
 139  12   97.00  -67.00        0.0195
 140  12   99.00  -67.00       -0.0351
 141  12  101.00  -67.00       -0.0897
 142  12  103.00  -67.00       -0.0897
 143  12  105.00  -67.00       -0.0897
 144  12  107.00  -67.00       -0.0897
 145  12  109.00  -67.00        0.0096
 146  12  111.00  -67.00        0.0096
 147  12  113.00  -67.00        0.0096
 148  12  115.00  -67.00        0.0096
 149  12  117.00  -67.00        0.0557
 150  12  119.00  -67.00        0.1017
 151  12  121.00  -67.00        0.1017
 152  12  123.00  -67.00        0.1017
 153  12  125.00  -67.00        0.1017
 154  12  127.00  -67.00        0.0224
 155  12  129.00  -67.00        0.0224
 156  12  131.00  -67.00        0.0224
 157  12  133.00  -67.00        0.0224
 158  12  135.00  -67.00       -0.0271
 159  12  137.00  -67.00       -0.0765
 160  12  139.00  -67.00       -0.0765
 161  12  141.00  -67.00       -0.0765
 162  12  143.00  -67.00       -0.0765
 163  12  145.00  -67.00        0.1448
 164  12  147.00  -67.00        0.1448
 165  12  149.00  -67.00        0.1448
 166  12  151.00  -67.00        0.1448
 167  12  153.00  -67.00        0.3848
 168  12  155.00  -67.00        0.6247
 169  12  157.00  -67.00        0.6247
 170  12  159.00  -67.00        0.6247
 171  12  161.00  -67.00        0.6247
 172  12  163.00  -67.00        1.4632
 173  12  165.00  -67.00        1.4632
 174  12  167.00  -67.00        1.4632
 175  12  169.00  -67.00        1.4632
 176  12  171.00  -67.00        1.1617
 177  12  173.00  -67.00        0.8602
 178  12  175.00  -67.00        0.8602
 179  12  177.00  -67.00        0.8602
 180  12  179.00  -67.00        0.8602
   1  13 -179.00  -65.00       -0.1939
   2  13 -177.00  -65.00       -0.1939
   3  13 -175.00  -65.00       -0.1952
   4  13 -173.00  -65.00       -0.1956
   5  13 -171.00  -65.00       -0.2390
   6  13 -169.00  -65.00       -0.2823
   7  13 -167.00  -65.00       -0.2834
   8  13 -165.00  -65.00       -0.2865
   9  13 -163.00  -65.00       -0.2865
  10  13 -161.00  -65.00       -0.4462
  11  13 -159.00  -65.00       -0.4462
  12  13 -157.00  -65.00       -0.4518
  13  13 -155.00  -65.00       -0.4537
  14  13 -153.00  -65.00       -0.5173
  15  13 -151.00  -65.00       -0.5810
  16  13 -149.00  -65.00       -0.5831
  17  13 -147.00  -65.00       -0.5895
  18  13 -145.00  -65.00       -0.5895
  19  13 -143.00  -65.00       -0.5875
  20  13 -141.00  -65.00       -0.5875
  21  13 -139.00  -65.00       -0.5846
  22  13 -137.00  -65.00       -0.5836
  23  13 -135.00  -65.00       -0.5406
  24  13 -133.00  -65.00       -0.4853
  25  13 -131.00  -65.00       -0.4848
  26  13 -129.00  -65.00       -0.4831
  27  13 -127.00  -65.00       -0.4831
  28  13 -125.00  -65.00       -0.4517
  29  13 -123.00  -65.00       -0.4517
  30  13 -121.00  -65.00       -0.4500
  31  13 -119.00  -65.00       -0.4495
  32  13 -117.00  -65.00       -0.3983
  33  13 -115.00  -65.00       -0.3472
  34  13 -113.00  -65.00       -0.3446
  35  13 -111.00  -65.00       -0.3367
  36  13 -109.00  -65.00       -0.3367
  37  13 -107.00  -65.00       -0.2843
  38  13 -105.00  -65.00       -0.2843
  39  13 -103.00  -65.00       -0.2864
  40  13 -101.00  -65.00       -0.2872
  41  13  -99.00  -65.00       -0.2313
  42  13  -97.00  -65.00       -0.1755
  43  13  -95.00  -65.00       -0.1700
  44  13  -93.00  -65.00       -0.1535
  45  13  -91.00  -65.00       -0.1535
  46  13  -89.00  -65.00       -0.0974
  47  13  -87.00  -65.00       -0.0974
  48  13  -85.00  -65.00       -0.1035
  49  13  -83.00  -65.00       -0.1056
  50  13  -81.00  -65.00       -0.1421
  51  13  -79.00  -65.00       -0.1787
  52  13  -77.00  -65.00       -0.1793
  53  13  -75.00  -65.00       -0.1812
  54  13  -73.00  -65.00       -0.1812
  55  13  -71.00  -65.00       -0.1867
  56  13  -69.00  -65.00       -0.1867
  57  13  -67.00  -65.00       -0.1780
  58  13  -65.00  -65.00       -0.1751
  59  13  -63.00  -65.00        0.5775
  60  13  -61.00  -65.00        1.3301
  61  13  -59.00  -65.00        1.3323
  62  13  -57.00  -65.00        1.3387
  63  13  -55.00  -65.00        1.3387
  64  13  -53.00  -65.00        1.3209
  65  13  -51.00  -65.00        1.3209
  66  13  -49.00  -65.00        1.3161
  67  13  -47.00  -65.00        1.3145
  68  13  -45.00  -65.00        1.3011
  69  13  -43.00  -65.00        1.2877
  70  13  -41.00  -65.00        1.2876
  71  13  -39.00  -65.00        1.2876
  72  13  -37.00  -65.00        1.2876
  73  13  -35.00  -65.00        0.7771
  74  13  -33.00  -65.00        0.7771
  75  13  -31.00  -65.00        0.7519
  76  13  -29.00  -65.00        0.7435
  77  13  -27.00  -65.00        0.1560
  78  13  -25.00  -65.00       -0.4315
  79  13  -23.00  -65.00       -0.4350
  80  13  -21.00  -65.00       -0.4455
  81  13  -19.00  -65.00       -0.4455
  82  13  -17.00  -65.00        0.0791
  83  13  -15.00  -65.00        0.0791
  84  13  -13.00  -65.00        0.0732
  85  13  -11.00  -65.00        0.0712
  86  13   -9.00  -65.00       -0.0102
  87  13   -7.00  -65.00       -0.0915
  88  13   -5.00  -65.00       -0.0925
  89  13   -3.00  -65.00       -0.0957
  90  13   -1.00  -65.00       -0.0957
  91  13    1.00  -65.00       -0.0594
  92  13    3.00  -65.00       -0.0594
  93  13    5.00  -65.00       -0.0530
  94  13    7.00  -65.00       -0.0508
  95  13    9.00  -65.00       -0.0715
  96  13   11.00  -65.00       -0.0922
  97  13   13.00  -65.00       -0.0939
  98  13   15.00  -65.00       -0.0989
  99  13   17.00  -65.00       -0.0989
 100  13   19.00  -65.00       -0.0479
 101  13   21.00  -65.00       -0.0479
 102  13   23.00  -65.00       -0.0484
 103  13   25.00  -65.00       -0.0486
 104  13   27.00  -65.00       -0.0282
 105  13   29.00  -65.00       -0.0078
 106  13   31.00  -65.00       -0.0058
 107  13   33.00  -65.00        0.0002
 108  13   35.00  -65.00        0.0002
 109  13   37.00  -65.00        0.0695
 110  13   39.00  -65.00        0.0695
 111  13   41.00  -65.00        0.0721
 112  13   43.00  -65.00        0.0730
 113  13   45.00  -65.00        0.1844
 114  13   47.00  -65.00        0.2958
 115  13   49.00  -65.00        0.2983
 116  13   51.00  -65.00        0.3059
 117  13   53.00  -65.00        0.3059
 118  13   55.00  -65.00        0.2785
 119  13   57.00  -65.00        0.2785
 120  13   59.00  -65.00        0.2744
 121  13   61.00  -65.00        0.2730
 122  13   63.00  -65.00        0.2217
 123  13   65.00  -65.00        0.1704
 124  13   67.00  -65.00        0.1695
 125  13   69.00  -65.00        0.1665
 126  13   71.00  -65.00        0.1665
 127  13   73.00  -65.00        0.1452
 128  13   75.00  -65.00        0.1452
 129  13   77.00  -65.00        0.1487
 130  13   79.00  -65.00        0.1499
 131  13   81.00  -65.00        0.1705
 132  13   83.00  -65.00        0.1911
 133  13   85.00  -65.00        0.1928
 134  13   87.00  -65.00        0.1981
 135  13   89.00  -65.00        0.1981
 136  13   91.00  -65.00        0.0240
 137  13   93.00  -65.00        0.0240
 138  13   95.00  -65.00        0.0299
 139  13   97.00  -65.00        0.0319
 140  13   99.00  -65.00       -0.0396
 141  13  101.00  -65.00       -0.1112
 142  13  103.00  -65.00       -0.1142
 143  13  105.00  -65.00       -0.1231
 144  13  107.00  -65.00       -0.1231
 145  13  109.00  -65.00       -0.0764
 146  13  111.00  -65.00       -0.0764
 147  13  113.00  -65.00       -0.0836
 148  13  115.00  -65.00       -0.0860
 149  13  117.00  -65.00        0.0252
 150  13  119.00  -65.00        0.1365
 151  13  121.00  -65.00        0.1347
 152  13  123.00  -65.00        0.1292
 153  13  125.00  -65.00        0.1292
 154  13  127.00  -65.00        0.0849
 155  13  129.00  -65.00        0.0849
 156  13  131.00  -65.00        0.0755
 157  13  133.00  -65.00        0.0724
 158  13  135.00  -65.00        0.0187
 159  13  137.00  -65.00       -0.0350
 160  13  139.00  -65.00       -0.0373
 161  13  141.00  -65.00       -0.0442
 162  13  143.00  -65.00       -0.0442
 163  13  145.00  -65.00       -0.1500
 164  13  147.00  -65.00       -0.1500
 165  13  149.00  -65.00       -0.1497
 166  13  151.00  -65.00       -0.1496
 167  13  153.00  -65.00        0.1326
 168  13  155.00  -65.00        0.4147
 169  13  157.00  -65.00        0.4134
 170  13  159.00  -65.00        0.4095
 171  13  161.00  -65.00        0.4095
 172  13  163.00  -65.00        0.2488
 173  13  165.00  -65.00        0.2488
 174  13  167.00  -65.00        0.2523
 175  13  169.00  -65.00        0.2535
 176  13  171.00  -65.00        0.0757
 177  13  173.00  -65.00       -0.1022
 178  13  175.00  -65.00       -0.1022
 179  13  177.00  -65.00       -0.1021
 180  13  179.00  -65.00       -0.1021
   1  14 -179.00  -63.00       -0.1850
   2  14 -177.00  -63.00       -0.1850
   3  14 -175.00  -63.00       -0.1936
   4  14 -173.00  -63.00       -0.1964
   5  14 -171.00  -63.00       -0.2230
   6  14 -169.00  -63.00       -0.2495
   7  14 -167.00  -63.00       -0.2564
   8  14 -165.00  -63.00       -0.2771
   9  14 -163.00  -63.00       -0.2771
  10  14 -161.00  -63.00       -0.3827
  11  14 -159.00  -63.00       -0.3827
  12  14 -157.00  -63.00       -0.4196
  13  14 -155.00  -63.00       -0.4320
  14  14 -153.00  -63.00       -0.4706
  15  14 -151.00  -63.00       -0.5092
  16  14 -149.00  -63.00       -0.5232
  17  14 -147.00  -63.00       -0.5653
  18  14 -145.00  -63.00       -0.5653
  19  14 -143.00  -63.00       -0.6302
  20  14 -141.00  -63.00       -0.6302
  21  14 -139.00  -63.00       -0.6107
  22  14 -137.00  -63.00       -0.6042
  23  14 -135.00  -63.00       -0.5763
  24  14 -133.00  -63.00       -0.5485
  25  14 -131.00  -63.00       -0.5456
  26  14 -129.00  -63.00       -0.5369
  27  14 -127.00  -63.00       -0.5369
  28  14 -125.00  -63.00       -0.5283
  29  14 -123.00  -63.00       -0.5283
  30  14 -121.00  -63.00       -0.5170
  31  14 -119.00  -63.00       -0.5132
  32  14 -117.00  -63.00       -0.4725
  33  14 -115.00  -63.00       -0.4318
  34  14 -113.00  -63.00       -0.4144
  35  14 -111.00  -63.00       -0.3621
  36  14 -109.00  -63.00       -0.3621
  37  14 -107.00  -63.00       -0.3457
  38  14 -105.00  -63.00       -0.3457
  39  14 -103.00  -63.00       -0.3601
  40  14 -101.00  -63.00       -0.3649
  41  14  -99.00  -63.00       -0.3319
  42  14  -97.00  -63.00       -0.2990
  43  14  -95.00  -63.00       -0.2626
  44  14  -93.00  -63.00       -0.1533
  45  14  -91.00  -63.00       -0.1533
  46  14  -89.00  -63.00       -0.1440
  47  14  -87.00  -63.00       -0.1440
  48  14  -85.00  -63.00       -0.1846
  49  14  -83.00  -63.00       -0.1982
  50  14  -81.00  -63.00       -0.2054
  51  14  -79.00  -63.00       -0.2127
  52  14  -77.00  -63.00       -0.2168
  53  14  -75.00  -63.00       -0.2292
  54  14  -73.00  -63.00       -0.2292
  55  14  -71.00  -63.00       -0.2096
  56  14  -69.00  -63.00       -0.2096
  57  14  -67.00  -63.00       -0.1521
  58  14  -65.00  -63.00       -0.1329
  59  14  -63.00  -63.00        0.5536
  60  14  -61.00  -63.00        1.2402
  61  14  -59.00  -63.00        1.2543
  62  14  -57.00  -63.00        1.2968
  63  14  -55.00  -63.00        1.2968
  64  14  -53.00  -63.00        1.2899
  65  14  -51.00  -63.00        1.2899
  66  14  -49.00  -63.00        1.2581
  67  14  -47.00  -63.00        1.2476
  68  14  -45.00  -63.00        1.2270
  69  14  -43.00  -63.00        1.2064
  70  14  -41.00  -63.00        1.2063
  71  14  -39.00  -63.00        1.2061
  72  14  -37.00  -63.00        1.2061
  73  14  -35.00  -63.00        0.9964
  74  14  -33.00  -63.00        0.9964
  75  14  -31.00  -63.00        0.8295
  76  14  -29.00  -63.00        0.7738
  77  14  -27.00  -63.00        0.5084
  78  14  -25.00  -63.00        0.2430
  79  14  -23.00  -63.00        0.2198
  80  14  -21.00  -63.00        0.1500
  81  14  -19.00  -63.00        0.1500
  82  14  -17.00  -63.00        0.1077
  83  14  -15.00  -63.00        0.1077
  84  14  -13.00  -63.00        0.0683
  85  14  -11.00  -63.00        0.0552
  86  14   -9.00  -63.00        0.0211
  87  14   -7.00  -63.00       -0.0130
  88  14   -5.00  -63.00       -0.0200
  89  14   -3.00  -63.00       -0.0408
  90  14   -1.00  -63.00       -0.0408
  91  14    1.00  -63.00        0.0335
  92  14    3.00  -63.00        0.0335
  93  14    5.00  -63.00        0.0760
  94  14    7.00  -63.00        0.0902
  95  14    9.00  -63.00        0.0481
  96  14   11.00  -63.00        0.0060
  97  14   13.00  -63.00       -0.0050
  98  14   15.00  -63.00       -0.0381
  99  14   17.00  -63.00       -0.0381
 100  14   19.00  -63.00       -0.0346
 101  14   21.00  -63.00       -0.0346
 102  14   23.00  -63.00       -0.0382
 103  14   25.00  -63.00       -0.0393
 104  14   27.00  -63.00       -0.0379
 105  14   29.00  -63.00       -0.0365
 106  14   31.00  -63.00       -0.0232
 107  14   33.00  -63.00        0.0166
 108  14   35.00  -63.00        0.0166
 109  14   37.00  -63.00        0.0949
 110  14   39.00  -63.00        0.0949
 111  14   41.00  -63.00        0.1120
 112  14   43.00  -63.00        0.1177
 113  14   45.00  -63.00        0.1150
 114  14   47.00  -63.00        0.1123
 115  14   49.00  -63.00        0.1290
 116  14   51.00  -63.00        0.1791
 117  14   53.00  -63.00        0.1791
 118  14   55.00  -63.00        0.1861
 119  14   57.00  -63.00        0.1861
 120  14   59.00  -63.00        0.1586
 121  14   61.00  -63.00        0.1495
 122  14   63.00  -63.00        0.1165
 123  14   65.00  -63.00        0.0836
 124  14   67.00  -63.00        0.0772
 125  14   69.00  -63.00        0.0578
 126  14   71.00  -63.00        0.0578
 127  14   73.00  -63.00        0.0757
 128  14   75.00  -63.00        0.0757
 129  14   77.00  -63.00        0.0989
 130  14   79.00  -63.00        0.1066
 131  14   81.00  -63.00        0.1168
 132  14   83.00  -63.00        0.1270
 133  14   85.00  -63.00        0.1386
 134  14   87.00  -63.00        0.1736
 135  14   89.00  -63.00        0.1736
 136  14   91.00  -63.00        0.2540
 137  14   93.00  -63.00        0.2540
 138  14   95.00  -63.00        0.2931
 139  14   97.00  -63.00        0.3061
 140  14   99.00  -63.00        0.2759
 141  14  101.00  -63.00        0.2458
 142  14  103.00  -63.00        0.2261
 143  14  105.00  -63.00        0.1671
 144  14  107.00  -63.00        0.1671
 145  14  109.00  -63.00        0.1398
 146  14  111.00  -63.00        0.1398
 147  14  113.00  -63.00        0.0922
 148  14  115.00  -63.00        0.0763
 149  14  117.00  -63.00        0.0852
 150  14  119.00  -63.00        0.0942
 151  14  121.00  -63.00        0.0821
 152  14  123.00  -63.00        0.0459
 153  14  125.00  -63.00        0.0459
 154  14  127.00  -63.00        0.0140
 155  14  129.00  -63.00        0.0140
 156  14  131.00  -63.00       -0.0482
 157  14  133.00  -63.00       -0.0690
 158  14  135.00  -63.00       -0.1032
 159  14  137.00  -63.00       -0.1374
 160  14  139.00  -63.00       -0.1526
 161  14  141.00  -63.00       -0.1982
 162  14  143.00  -63.00       -0.1982
 163  14  145.00  -63.00       -0.2434
 164  14  147.00  -63.00       -0.2434
 165  14  149.00  -63.00       -0.2411
 166  14  151.00  -63.00       -0.2403
 167  14  153.00  -63.00       -0.1971
 168  14  155.00  -63.00       -0.1539
 169  14  157.00  -63.00       -0.1625
 170  14  159.00  -63.00       -0.1883
 171  14  161.00  -63.00       -0.1883
 172  14  163.00  -63.00       -0.1893
 173  14  165.00  -63.00       -0.1893
 174  14  167.00  -63.00       -0.1658
 175  14  169.00  -63.00       -0.1580
 176  14  171.00  -63.00       -0.1550
 177  14  173.00  -63.00       -0.1521
 178  14  175.00  -63.00       -0.1519
 179  14  177.00  -63.00       -0.1516
 180  14  179.00  -63.00       -0.1516
   1  15 -179.00  -61.00       -0.1171
   2  15 -177.00  -61.00       -0.1171
   3  15 -175.00  -61.00       -0.1387
   4  15 -173.00  -61.00       -0.1459
   5  15 -171.00  -61.00       -0.1714
   6  15 -169.00  -61.00       -0.1968
   7  15 -167.00  -61.00       -0.2119
   8  15 -165.00  -61.00       -0.2571
   9  15 -163.00  -61.00       -0.2571
  10  15 -161.00  -61.00       -0.3828
  11  15 -159.00  -61.00       -0.3828
  12  15 -157.00  -61.00       -0.4181
  13  15 -155.00  -61.00       -0.4299
  14  15 -153.00  -61.00       -0.4600
  15  15 -151.00  -61.00       -0.4900
  16  15 -149.00  -61.00       -0.4957
  17  15 -147.00  -61.00       -0.5126
  18  15 -145.00  -61.00       -0.5126
  19  15 -143.00  -61.00       -0.5562
  20  15 -141.00  -61.00       -0.5562
  21  15 -139.00  -61.00       -0.5512
  22  15 -137.00  -61.00       -0.5495
  23  15 -135.00  -61.00       -0.5278
  24  15 -133.00  -61.00       -0.5061
  25  15 -131.00  -61.00       -0.4984
  26  15 -129.00  -61.00       -0.4752
  27  15 -127.00  -61.00       -0.4752
  28  15 -125.00  -61.00       -0.4679
  29  15 -123.00  -61.00       -0.4679
  30  15 -121.00  -61.00       -0.4707
  31  15 -119.00  -61.00       -0.4716
  32  15 -117.00  -61.00       -0.4346
  33  15 -115.00  -61.00       -0.3976
  34  15 -113.00  -61.00       -0.3830
  35  15 -111.00  -61.00       -0.3393
  36  15 -109.00  -61.00       -0.3393
  37  15 -107.00  -61.00       -0.3499
  38  15 -105.00  -61.00       -0.3499
  39  15 -103.00  -61.00       -0.3512
  40  15 -101.00  -61.00       -0.3517
  41  15  -99.00  -61.00       -0.3237
  42  15  -97.00  -61.00       -0.2958
  43  15  -95.00  -61.00       -0.2700
  44  15  -93.00  -61.00       -0.1929
  45  15  -91.00  -61.00       -0.1929
  46  15  -89.00  -61.00       -0.2245
  47  15  -87.00  -61.00       -0.2245
  48  15  -85.00  -61.00       -0.2518
  49  15  -83.00  -61.00       -0.2609
  50  15  -81.00  -61.00       -0.2624
  51  15  -79.00  -61.00       -0.2639
  52  15  -77.00  -61.00       -0.2726
  53  15  -75.00  -61.00       -0.2988
  54  15  -73.00  -61.00       -0.2988
  55  15  -71.00  -61.00       -0.2960
  56  15  -69.00  -61.00       -0.2960
  57  15  -67.00  -61.00       -0.2325
  58  15  -65.00  -61.00       -0.2114
  59  15  -63.00  -61.00       -0.0107
  60  15  -61.00  -61.00        0.1900
  61  15  -59.00  -61.00        0.2152
  62  15  -57.00  -61.00        0.2907
  63  15  -55.00  -61.00        0.2907
  64  15  -53.00  -61.00        0.4116
  65  15  -51.00  -61.00        0.4116
  66  15  -49.00  -61.00        0.9836
  67  15  -47.00  -61.00        1.1743
  68  15  -45.00  -61.00        0.8475
  69  15  -43.00  -61.00        0.5208
  70  15  -41.00  -61.00        0.5102
  71  15  -39.00  -61.00        0.4784
  72  15  -37.00  -61.00        0.4784
  73  15  -35.00  -61.00        0.4092
  74  15  -33.00  -61.00        0.4092
  75  15  -31.00  -61.00        0.3832
  76  15  -29.00  -61.00        0.3745
  77  15  -27.00  -61.00        0.3319
  78  15  -25.00  -61.00        0.2893
  79  15  -23.00  -61.00        0.2700
  80  15  -21.00  -61.00        0.2120
  81  15  -19.00  -61.00        0.2120
  82  15  -17.00  -61.00        0.1796
  83  15  -15.00  -61.00        0.1796
  84  15  -13.00  -61.00        0.1643
  85  15  -11.00  -61.00        0.1592
  86  15   -9.00  -61.00        0.1311
  87  15   -7.00  -61.00        0.1030
  88  15   -5.00  -61.00        0.0922
  89  15   -3.00  -61.00        0.0597
  90  15   -1.00  -61.00        0.0597
  91  15    1.00  -61.00        0.1169
  92  15    3.00  -61.00        0.1169
  93  15    5.00  -61.00        0.1665
  94  15    7.00  -61.00        0.1830
  95  15    9.00  -61.00        0.1692
  96  15   11.00  -61.00        0.1553
  97  15   13.00  -61.00        0.1401
  98  15   15.00  -61.00        0.0944
  99  15   17.00  -61.00        0.0944
 100  15   19.00  -61.00        0.0288
 101  15   21.00  -61.00        0.0288
 102  15   23.00  -61.00        0.0171
 103  15   25.00  -61.00        0.0132
 104  15   27.00  -61.00        0.0071
 105  15   29.00  -61.00        0.0011
 106  15   31.00  -61.00        0.0072
 107  15   33.00  -61.00        0.0254
 108  15   35.00  -61.00        0.0254
 109  15   37.00  -61.00        0.0685
 110  15   39.00  -61.00        0.0685
 111  15   41.00  -61.00        0.0921
 112  15   43.00  -61.00        0.1000
 113  15   45.00  -61.00        0.1073
 114  15   47.00  -61.00        0.1146
 115  15   49.00  -61.00        0.1296
 116  15   51.00  -61.00        0.1747
 117  15   53.00  -61.00        0.1747
 118  15   55.00  -61.00        0.1844
 119  15   57.00  -61.00        0.1844
 120  15   59.00  -61.00        0.1531
 121  15   61.00  -61.00        0.1427
 122  15   63.00  -61.00        0.0996
 123  15   65.00  -61.00        0.0566
 124  15   67.00  -61.00        0.0510
 125  15   69.00  -61.00        0.0343
 126  15   71.00  -61.00        0.0343
 127  15   73.00  -61.00        0.0813
 128  15   75.00  -61.00        0.0813
 129  15   77.00  -61.00        0.1045
 130  15   79.00  -61.00        0.1122
 131  15   81.00  -61.00        0.1259
 132  15   83.00  -61.00        0.1395
 133  15   85.00  -61.00        0.1458
 134  15   87.00  -61.00        0.1645
 135  15   89.00  -61.00        0.1645
 136  15   91.00  -61.00        0.2424
 137  15   93.00  -61.00        0.2424
 138  15   95.00  -61.00        0.2745
 139  15   97.00  -61.00        0.2852
