    Jan-Mar_2022_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 113  64   45.00   37.00        1.1891
 114  64   47.00   37.00        1.4512
 115  64   49.00   37.00        2.0023
 116  64   51.00   37.00        2.2482
 117  64   53.00   37.00        2.4941
 118  64   55.00   37.00        2.8956
 119  64   57.00   37.00        3.0257
 120  64   59.00   37.00        3.1557
 121  64   61.00   37.00        3.1922
 122  64   63.00   37.00        3.1737
 123  64   65.00   37.00        3.1552
 124  64   67.00   37.00        3.1023
 125  64   69.00   37.00        3.0554
 126  64   71.00   37.00        3.0085
 127  64   73.00   37.00        2.9314
 128  64   75.00   37.00        2.9004
 129  64   77.00   37.00        2.8694
 130  64   79.00   37.00        2.7778
 131  64   81.00   37.00        2.6919
 132  64   83.00   37.00        2.6059
 133  64   85.00   37.00        2.3263
 134  64   87.00   37.00        2.1347
 135  64   89.00   37.00        1.9430
 136  64   91.00   37.00        1.6579
 137  64   93.00   37.00        1.6044
 138  64   95.00   37.00        1.5510
 139  64   97.00   37.00        1.5909
 140  64   99.00   37.00        1.6674
 141  64  101.00   37.00        1.7439
 142  64  103.00   37.00        1.9229
 143  64  105.00   37.00        2.0123
 144  64  107.00   37.00        2.1017
 145  64  109.00   37.00        2.2350
 146  64  111.00   37.00        2.2674
 147  64  113.00   37.00        2.2998
 148  64  115.00   37.00        2.3030
 149  64  117.00   37.00        2.2680
 150  64  119.00   37.00        2.2330
 151  64  121.00   37.00        2.0087
 152  64  123.00   37.00        1.7401
 153  64  125.00   37.00        1.4715
 154  64  127.00   37.00        1.3691
 155  64  129.00   37.00        1.3100
 156  64  131.00   37.00        1.2509
 157  64  133.00   37.00        1.0973
 158  64  135.00   37.00        1.0302
 159  64  137.00   37.00        0.9630
 160  64  139.00   37.00        0.9664
 161  64  141.00   37.00        0.8637
 162  64  143.00   37.00        0.7610
 163  64  145.00   37.00        0.6962
 164  64  147.00   37.00        0.6446
 165  64  149.00   37.00        0.5929
 166  64  151.00   37.00        0.5631
 167  64  153.00   37.00        0.5971
 168  64  155.00   37.00        0.6311
 169  64  157.00   37.00        0.6691
 170  64  159.00   37.00        0.6051
 171  64  161.00   37.00        0.5410
 172  64  163.00   37.00        0.4046
 173  64  165.00   37.00        0.4238
 174  64  167.00   37.00        0.4431
 175  64  169.00   37.00        0.6088
 176  64  171.00   37.00        0.6880
 177  64  173.00   37.00        0.7672
 178  64  175.00   37.00        0.8002
 179  64  177.00   37.00        0.8106
 180  64  179.00   37.00        0.8211
   1  65 -179.00   39.00        1.1515
   2  65 -177.00   39.00        1.2082
   3  65 -175.00   39.00        1.2649
   4  65 -173.00   39.00        1.3610
   5  65 -171.00   39.00        1.4333
   6  65 -169.00   39.00        1.5056
   7  65 -167.00   39.00        1.6014
   8  65 -165.00   39.00        1.6233
   9  65 -163.00   39.00        1.6451
  10  65 -161.00   39.00        1.6530
  11  65 -159.00   39.00        1.6445
  12  65 -157.00   39.00        1.6359
  13  65 -155.00   39.00        1.5994
  14  65 -153.00   39.00        1.5732
  15  65 -151.00   39.00        1.5470
  16  65 -149.00   39.00        1.4978
  17  65 -147.00   39.00        1.4230
  18  65 -145.00   39.00        1.3481
  19  65 -143.00   39.00        1.1241
  20  65 -141.00   39.00        0.9858
  21  65 -139.00   39.00        0.8475
  22  65 -137.00   39.00        0.6903
  23  65 -135.00   39.00        0.5926
  24  65 -133.00   39.00        0.4949
  25  65 -131.00   39.00        0.2776
  26  65 -129.00   39.00        0.1570
  27  65 -127.00   39.00        0.0364
  28  65 -125.00   39.00        1.8081
  29  65 -123.00   39.00        1.7427
  30  65 -121.00   39.00        1.6773
  31  65 -119.00   39.00        1.5257
  32  65 -117.00   39.00        1.4506
  33  65 -115.00   39.00        1.3754
  34  65 -113.00   39.00        1.2341
  35  65 -111.00   39.00        1.1620
  36  65 -109.00   39.00        1.0898
  37  65 -107.00   39.00        0.9381
  38  65 -105.00   39.00        0.8681
  39  65 -103.00   39.00        0.7980
  40  65 -101.00   39.00        0.6450
  41  65  -99.00   39.00        0.5777
  42  65  -97.00   39.00        0.5105
  43  65  -95.00   39.00        0.4561
  44  65  -93.00   39.00        0.4824
  45  65  -91.00   39.00        0.5087
  46  65  -89.00   39.00        0.6218
  47  65  -87.00   39.00        0.6880
  48  65  -85.00   39.00        0.7541
  49  65  -83.00   39.00        0.8849
  50  65  -81.00   39.00        0.9400
  51  65  -79.00   39.00        0.9951
  52  65  -77.00   39.00        1.0659
  53  65  -75.00   39.00        1.1707
  54  65  -73.00   39.00        1.2754
  55  65  -71.00   39.00        1.3375
  56  65  -69.00   39.00        1.4172
  57  65  -67.00   39.00        1.4969
  58  65  -65.00   39.00        1.4851
  59  65  -63.00   39.00        1.4511
  60  65  -61.00   39.00        1.4171
  61  65  -59.00   39.00        1.3870
  62  65  -57.00   39.00        1.4286
  63  65  -55.00   39.00        1.4702
  64  65  -53.00   39.00        1.6125
  65  65  -51.00   39.00        1.5681
  66  65  -49.00   39.00        1.5238
  67  65  -47.00   39.00        1.2165
  68  65  -45.00   39.00        1.0449
  69  65  -43.00   39.00        0.8734
  70  65  -41.00   39.00        0.7335
  71  65  -39.00   39.00        0.7117
  72  65  -37.00   39.00        0.6900
  73  65  -35.00   39.00        0.7977
  74  65  -33.00   39.00        0.9846
  75  65  -31.00   39.00        1.1716
  76  65  -29.00   39.00        1.2067
  77  65  -27.00   39.00        1.2242
  78  65  -25.00   39.00        1.2417
  79  65  -23.00   39.00        1.2820
  80  65  -21.00   39.00        1.2845
  81  65  -19.00   39.00        1.2869
  82  65  -17.00   39.00        1.1818
  83  65  -15.00   39.00        1.0801
  84  65  -13.00   39.00        0.9784
  85  65  -11.00   39.00        0.8878
  86  65   -9.00   39.00        1.1745
  87  65   -7.00   39.00        1.4613
  88  65   -5.00   39.00        1.4417
  89  65   -3.00   39.00        1.4269
  90  65   -1.00   39.00        1.4122
  91  65    1.00   39.00        1.3780
  92  65    3.00   39.00        0.8147
  93  65    5.00   39.00        0.2514
  94  65    7.00   39.00        0.3060
  95  65    9.00   39.00        0.7818
  96  65   11.00   39.00        1.2575
  97  65   13.00   39.00        1.1574
  98  65   15.00   39.00        1.0710
  99  65   17.00   39.00        0.9846
 100  65   19.00   39.00        0.2717
 101  65   21.00   39.00        0.3996
 102  65   23.00   39.00        0.5275
 103  65   25.00   39.00        0.2851
 104  65   27.00   39.00        0.1822
 105  65   29.00   39.00        0.0793
 106  65   31.00   39.00       -0.0131
 107  65   33.00   39.00        0.0226
 108  65   35.00   39.00        0.0583
 109  65   37.00   39.00        0.3014
 110  65   39.00   39.00        0.4746
 111  65   41.00   39.00        0.6478
 112  65   43.00   39.00        1.1005
 113  65   45.00   39.00        1.3465
 114  65   47.00   39.00        1.5926
 115  65   49.00   39.00        2.1214
 116  65   51.00   39.00        2.3643
 117  65   53.00   39.00        2.6072
 118  65   55.00   39.00        3.0478
 119  65   57.00   39.00        3.1722
 120  65   59.00   39.00        3.2966
 121  65   61.00   39.00        3.3320
 122  65   63.00   39.00        3.3177
 123  65   65.00   39.00        3.3034
 124  65   67.00   39.00        3.2588
 125  65   69.00   39.00        3.2348
 126  65   71.00   39.00        3.2108
 127  65   73.00   39.00        3.1728
 128  65   75.00   39.00        3.1600
 129  65   77.00   39.00        3.1473
 130  65   79.00   39.00        3.1242
 131  65   81.00   39.00        3.1049
 132  65   83.00   39.00        3.0856
 133  65   85.00   39.00        2.8669
 134  65   87.00   39.00        2.6629
 135  65   89.00   39.00        2.4590
 136  65   91.00   39.00        2.1294
 137  65   93.00   39.00        2.0391
 138  65   95.00   39.00        1.9489
 139  65   97.00   39.00        1.9150
 140  65   99.00   39.00        1.9516
 141  65  101.00   39.00        1.9882
 142  65  103.00   39.00        2.1097
 143  65  105.00   39.00        2.1683
 144  65  107.00   39.00        2.2269
 145  65  109.00   39.00        2.3016
 146  65  111.00   39.00        2.3160
 147  65  113.00   39.00        2.3304
 148  65  115.00   39.00        2.3066
 149  65  117.00   39.00        2.2733
 150  65  119.00   39.00        2.2400
 151  65  121.00   39.00        2.0728
 152  65  123.00   39.00        1.9314
 153  65  125.00   39.00        1.7900
 154  65  127.00   39.00        1.4916
 155  65  129.00   39.00        1.6590
 156  65  131.00   39.00        1.8264
 157  65  133.00   39.00        1.5216
 158  65  135.00   39.00        1.2668
 159  65  137.00   39.00        1.0120
 160  65  139.00   39.00        1.0886
 161  65  141.00   39.00        1.0997
 162  65  143.00   39.00        1.1108
 163  65  145.00   39.00        0.8297
 164  65  147.00   39.00        0.8254
 165  65  149.00   39.00        0.8212
 166  65  151.00   39.00        0.7889
 167  65  153.00   39.00        0.8080
 168  65  155.00   39.00        0.8271
 169  65  157.00   39.00        0.8589
 170  65  159.00   39.00        0.8034
 171  65  161.00   39.00        0.7478
 172  65  163.00   39.00        0.6438
 173  65  165.00   39.00        0.6543
 174  65  167.00   39.00        0.6647
 175  65  169.00   39.00        0.8011
 176  65  171.00   39.00        0.8908
 177  65  173.00   39.00        0.9806
 178  65  175.00   39.00        1.0479
 179  65  177.00   39.00        1.0688
 180  65  179.00   39.00        1.0897
   1  66 -179.00   41.00        1.3704
   2  66 -177.00   41.00        1.4317
   3  66 -175.00   41.00        1.4931
   4  66 -173.00   41.00        1.5416
   5  66 -171.00   41.00        1.5630
   6  66 -169.00   41.00        1.5844
   7  66 -167.00   41.00        1.6357
   8  66 -165.00   41.00        1.6625
   9  66 -163.00   41.00        1.6892
  10  66 -161.00   41.00        1.7178
  11  66 -159.00   41.00        1.7149
  12  66 -157.00   41.00        1.7119
  13  66 -155.00   41.00        1.6495
  14  66 -153.00   41.00        1.5845
  15  66 -151.00   41.00        1.5195
  16  66 -149.00   41.00        1.4344
  17  66 -147.00   41.00        1.3586
  18  66 -145.00   41.00        1.2827
  19  66 -143.00   41.00        1.0868
  20  66 -141.00   41.00        0.9616
  21  66 -139.00   41.00        0.8363
  22  66 -137.00   41.00        0.6865
  23  66 -135.00   41.00        0.5750
  24  66 -133.00   41.00        0.4635
  25  66 -131.00   41.00        0.2365
  26  66 -129.00   41.00        0.1186
  27  66 -127.00   41.00        0.0007
  28  66 -125.00   41.00        1.7091
  29  66 -123.00   41.00        1.6632
  30  66 -121.00   41.00        1.6173
  31  66 -119.00   41.00        1.5056
  32  66 -117.00   41.00        1.4516
  33  66 -115.00   41.00        1.3976
  34  66 -113.00   41.00        1.3075
  35  66 -111.00   41.00        1.2605
  36  66 -109.00   41.00        1.2135
  37  66 -107.00   41.00        1.0835
  38  66 -105.00   41.00        1.0174
  39  66 -103.00   41.00        0.9513
  40  66 -101.00   41.00        0.7739
  41  66  -99.00   41.00        0.6886
  42  66  -97.00   41.00        0.6034
  43  66  -95.00   41.00        0.4766
  44  66  -93.00   41.00        0.4707
  45  66  -91.00   41.00        0.4649
  46  66  -89.00   41.00        0.5299
  47  66  -87.00   41.00        0.5810
  48  66  -85.00   41.00        0.6321
  49  66  -83.00   41.00        0.7488
  50  66  -81.00   41.00        0.8029
  51  66  -79.00   41.00        0.8571
  52  66  -77.00   41.00        0.9300
  53  66  -75.00   41.00        0.9414
  54  66  -73.00   41.00        0.9528
  55  66  -71.00   41.00        0.9408
  56  66  -69.00   41.00        1.2916
  57  66  -67.00   41.00        1.6425
  58  66  -65.00   41.00        1.5815
  59  66  -63.00   41.00        1.5118
  60  66  -61.00   41.00        1.4421
  61  66  -59.00   41.00        1.3867
  62  66  -57.00   41.00        1.4831
  63  66  -55.00   41.00        1.5794
  64  66  -53.00   41.00        1.8985
  65  66  -51.00   41.00        1.8824
  66  66  -49.00   41.00        1.8663
  67  66  -47.00   41.00        1.4146
  68  66  -45.00   41.00        1.1649
  69  66  -43.00   41.00        0.9152
  70  66  -41.00   41.00        0.7279
  71  66  -39.00   41.00        0.6877
  72  66  -37.00   41.00        0.6474
  73  66  -35.00   41.00        0.7526
  74  66  -33.00   41.00        0.8967
  75  66  -31.00   41.00        1.0407
  76  66  -29.00   41.00        1.2287
  77  66  -27.00   41.00        1.2721
  78  66  -25.00   41.00        1.3155
  79  66  -23.00   41.00        1.3588
  80  66  -21.00   41.00        1.3695
  81  66  -19.00   41.00        1.3802
  82  66  -17.00   41.00        1.2735
  83  66  -15.00   41.00        1.1464
  84  66  -13.00   41.00        1.0192
  85  66  -11.00   41.00        0.8782
  86  66   -9.00   41.00        1.1922
  87  66   -7.00   41.00        1.5061
  88  66   -5.00   41.00        1.5044
  89  66   -3.00   41.00        1.5059
  90  66   -1.00   41.00        1.5075
  91  66    1.00   41.00        1.5387
  92  66    3.00   41.00        0.8687
  93  66    5.00   41.00        0.1987
  94  66    7.00   41.00        1.6427
  95  66    9.00   41.00        1.6471
  96  66   11.00   41.00        1.6514
  97  66   13.00   41.00        1.5959
  98  66   15.00   41.00        1.5203
  99  66   17.00   41.00        1.4446
 100  66   19.00   41.00        1.2332
 101  66   21.00   41.00        1.1274
 102  66   23.00   41.00        1.0216
 103  66   25.00   41.00        0.8250
 104  66   27.00   41.00        0.7228
 105  66   29.00   41.00        0.6207
 106  66   31.00   41.00        0.5114
 107  66   33.00   41.00        0.5393
 108  66   35.00   41.00        0.5672
 109  66   37.00   41.00        0.7363
 110  66   39.00   41.00        0.8677
 111  66   41.00   41.00        0.9992
 112  66   43.00   41.00        1.3917
 113  66   45.00   41.00        1.6257
 114  66   47.00   41.00        1.8597
 115  66   49.00   41.00        2.3551
 116  66   51.00   41.00        2.5921
 117  66   53.00   41.00        2.8292
 118  66   55.00   41.00        3.2596
 119  66   57.00   41.00        3.3586
 120  66   59.00   41.00        3.4575
 121  66   61.00   41.00        3.4800
 122  66   63.00   41.00        3.4653
 123  66   65.00   41.00        3.4507
 124  66   67.00   41.00        3.4263
 125  66   69.00   41.00        3.4159
 126  66   71.00   41.00        3.4054
 127  66   73.00   41.00        3.3985
 128  66   75.00   41.00        3.3926
 129  66   77.00   41.00        3.3866
 130  66   79.00   41.00        3.3805
 131  66   81.00   41.00        3.3656
 132  66   83.00   41.00        3.3507
 133  66   85.00   41.00        3.1557
 134  66   87.00   41.00        2.9953
 135  66   89.00   41.00        2.8348
 136  66   91.00   41.00        2.5404
 137  66   93.00   41.00        2.4263
 138  66   95.00   41.00        2.3121
 139  66   97.00   41.00        2.2220
 140  66   99.00   41.00        2.2281
 141  66  101.00   41.00        2.2342
 142  66  103.00   41.00        2.2790
 143  66  105.00   41.00        2.3040
 144  66  107.00   41.00        2.3290
 145  66  109.00   41.00        2.3561
 146  66  111.00   41.00        2.3528
 147  66  113.00   41.00        2.3495
 148  66  115.00   41.00        2.3069
 149  66  117.00   41.00        2.2736
 150  66  119.00   41.00        2.2402
 151  66  121.00   41.00        2.1454
 152  66  123.00   41.00        2.0530
 153  66  125.00   41.00        1.9605
 154  66  127.00   41.00        1.6903
 155  66  129.00   41.00        1.9236
 156  66  131.00   41.00        2.1570
 157  66  133.00   41.00        1.8605
 158  66  135.00   41.00        1.5125
 159  66  137.00   41.00        1.1644
 160  66  139.00   41.00        1.2766
 161  66  141.00   41.00        1.2997
 162  66  143.00   41.00        1.3227
 163  66  145.00   41.00        0.9112
 164  66  147.00   41.00        0.9932
 165  66  149.00   41.00        1.0752
 166  66  151.00   41.00        1.0725
 167  66  153.00   41.00        1.0724
 168  66  155.00   41.00        1.0723
 169  66  157.00   41.00        1.0820
 170  66  159.00   41.00        1.0400
 171  66  161.00   41.00        0.9979
 172  66  163.00   41.00        0.9483
 173  66  165.00   41.00        0.9493
 174  66  167.00   41.00        0.9502
 175  66  169.00   41.00        1.0171
 176  66  171.00   41.00        1.0981
 177  66  173.00   41.00        1.1790
 178  66  175.00   41.00        1.2666
 179  66  177.00   41.00        1.2855
 180  66  179.00   41.00        1.3044
   1  67 -179.00   43.00        1.3664
   2  67 -177.00   43.00        1.4157
   3  67 -175.00   43.00        1.4649
   4  67 -173.00   43.00        1.4941
   5  67 -171.00   43.00        1.4882
   6  67 -169.00   43.00        1.4822
   7  67 -167.00   43.00        1.4844
   8  67 -165.00   43.00        1.5021
   9  67 -163.00   43.00        1.5199
  10  67 -161.00   43.00        1.5734
  11  67 -159.00   43.00        1.5985
  12  67 -157.00   43.00        1.6237
  13  67 -155.00   43.00        1.5593
  14  67 -153.00   43.00        1.4785
  15  67 -151.00   43.00        1.3978
  16  67 -149.00   43.00        1.2726
  17  67 -147.00   43.00        1.1897
  18  67 -145.00   43.00        1.1068
  19  67 -143.00   43.00        0.9456
  20  67 -141.00   43.00        0.8502
  21  67 -139.00   43.00        0.7547
  22  67 -137.00   43.00        0.6170
  23  67 -135.00   43.00        0.4960
  24  67 -133.00   43.00        0.3749
  25  67 -131.00   43.00        0.1720
  26  67 -129.00   43.00        0.0695
  27  67 -127.00   43.00       -0.0330
  28  67 -125.00   43.00        1.6309
  29  67 -123.00   43.00        1.6059
  30  67 -121.00   43.00        1.5810
  31  67 -119.00   43.00        1.5148
  32  67 -117.00   43.00        1.4826
  33  67 -115.00   43.00        1.4503
  34  67 -113.00   43.00        1.4036
  35  67 -111.00   43.00        1.3801
  36  67 -109.00   43.00        1.3566
  37  67 -107.00   43.00        1.2562
  38  67 -105.00   43.00        1.1828
  39  67 -103.00   43.00        1.1093
  40  67 -101.00   43.00        0.8981
  41  67  -99.00   43.00        0.7785
  42  67  -97.00   43.00        0.6590
  43  67  -95.00   43.00        0.4631
  44  67  -93.00   43.00        0.4184
  45  67  -91.00   43.00        0.3737
  46  67  -89.00   43.00        0.3830
  47  67  -87.00   43.00        0.4195
  48  67  -85.00   43.00        0.4560
  49  67  -83.00   43.00        0.5685
  50  67  -81.00   43.00        0.6261
  51  67  -79.00   43.00        0.6837
  52  67  -77.00   43.00        0.7639
  53  67  -75.00   43.00        0.7808
  54  67  -73.00   43.00        0.7977
  55  67  -71.00   43.00        0.8055
  56  67  -69.00   43.00        1.3159
  57  67  -67.00   43.00        1.8262
  58  67  -65.00   43.00        0.7913
  59  67  -63.00   43.00        1.2179
  60  67  -61.00   43.00        1.6446
  61  67  -59.00   43.00        1.5003
  62  67  -57.00   43.00        1.5560
  63  67  -55.00   43.00        1.6117
  64  67  -53.00   43.00        1.9235
  65  67  -51.00   43.00        1.8808
  66  67  -49.00   43.00        1.8380
  67  67  -47.00   43.00        1.2682
  68  67  -45.00   43.00        1.0015
  69  67  -43.00   43.00        0.7348
  70  67  -41.00   43.00        0.6072
  71  67  -39.00   43.00        0.5908
  72  67  -37.00   43.00        0.5745
  73  67  -35.00   43.00        0.6768
  74  67  -33.00   43.00        0.8379
  75  67  -31.00   43.00        0.9990
  76  67  -29.00   43.00        1.2155
  77  67  -27.00   43.00        1.2645
  78  67  -25.00   43.00        1.3135
  79  67  -23.00   43.00        1.3770
  80  67  -21.00   43.00        1.4010
  81  67  -19.00   43.00        1.4250
  82  67  -17.00   43.00        1.3377
  83  67  -15.00   43.00        1.2134
  84  67  -13.00   43.00        1.0891
  85  67  -11.00   43.00        0.9343
  86  67   -9.00   43.00        1.2658
  87  67   -7.00   43.00        1.5974
  88  67   -5.00   43.00        1.6427
  89  67   -3.00   43.00        1.6822
  90  67   -1.00   43.00        1.7216
  91  67    1.00   43.00        1.8356
  92  67    3.00   43.00        1.8749
  93  67    5.00   43.00        1.9142
  94  67    7.00   43.00        2.0574
  95  67    9.00   43.00        2.0772
  96  67   11.00   43.00        2.0971
  97  67   13.00   43.00        2.0702
  98  67   15.00   43.00        2.0305
  99  67   17.00   43.00        1.9908
 100  67   19.00   43.00        1.8329
 101  67   21.00   43.00        1.7385
 102  67   23.00   43.00        1.6441
 103  67   25.00   43.00        1.4860
 104  67   27.00   43.00        1.4225
 105  67   29.00   43.00        1.3590
 106  67   31.00   43.00        0.4881
 107  67   33.00   43.00        0.4811
 108  67   35.00   43.00        0.4740
 109  67   37.00   43.00        0.4781
 110  67   39.00   43.00        1.0455
 111  67   41.00   43.00        1.6128
 112  67   43.00   43.00        1.9262
 113  67   45.00   43.00        2.1281
 114  67   47.00   43.00        2.3300
 115  67   49.00   43.00        2.7740
 116  67   51.00   43.00        2.9880
 117  67   53.00   43.00        3.2021
 118  67   55.00   43.00        3.5664
 119  67   57.00   43.00        3.6338
 120  67   59.00   43.00        3.7013
 121  67   61.00   43.00        3.6729
 122  67   63.00   43.00        3.6475
 123  67   65.00   43.00        3.6220
 124  67   67.00   43.00        3.5980
 125  67   69.00   43.00        3.5968
 126  67   71.00   43.00        3.5956
 127  67   73.00   43.00        3.5944
 128  67   75.00   43.00        3.5848
 129  67   77.00   43.00        3.5753
 130  67   79.00   43.00        3.5260
 131  67   81.00   43.00        3.4800
 132  67   83.00   43.00        3.4339
 133  67   85.00   43.00        3.2547
 134  67   87.00   43.00        3.1374
 135  67   89.00   43.00        3.0201
 136  67   91.00   43.00        2.7738
 137  67   93.00   43.00        2.6697
 138  67   95.00   43.00        2.5655
 139  67   97.00   43.00        2.4566
 140  67   99.00   43.00        2.4369
 141  67  101.00   43.00        2.4171
 142  67  103.00   43.00        2.3946
 143  67  105.00   43.00        2.3926
 144  67  107.00   43.00        2.3907
 145  67  109.00   43.00        2.3914
 146  67  111.00   43.00        2.3840
 147  67  113.00   43.00        2.3766
 148  67  115.00   43.00        2.3406
 149  67  117.00   43.00        2.3188
 150  67  119.00   43.00        2.2970
 151  67  121.00   43.00        2.2428
 152  67  123.00   43.00        2.2101
 153  67  125.00   43.00        2.1774
 154  67  127.00   43.00        2.0260
 155  67  129.00   43.00        1.9287
 156  67  131.00   43.00        1.8315
 157  67  133.00   43.00        1.7001
 158  67  135.00   43.00        1.4518
 159  67  137.00   43.00        1.2035
 160  67  139.00   43.00        1.6172
 161  67  141.00   43.00        1.6439
 162  67  143.00   43.00        1.6707
 163  67  145.00   43.00        1.7550
 164  67  147.00   43.00        1.5132
 165  67  149.00   43.00        1.2713
 166  67  151.00   43.00        1.2866
 167  67  153.00   43.00        1.2886
 168  67  155.00   43.00        1.2906
 169  67  157.00   43.00        1.3060
 170  67  159.00   43.00        1.2763
 171  67  161.00   43.00        1.2466
 172  67  163.00   43.00        1.2065
 173  67  165.00   43.00        1.1779
 174  67  167.00   43.00        1.1492
 175  67  169.00   43.00        1.1353
 176  67  171.00   43.00        1.1966
 177  67  173.00   43.00        1.2580
 178  67  175.00   43.00        1.3424
 179  67  177.00   43.00        1.3375
 180  67  179.00   43.00        1.3326
   1  68 -179.00   45.00        1.2241
   2  68 -177.00   45.00        1.2384
   3  68 -175.00   45.00        1.2828
   4  68 -173.00   45.00        1.3012
   5  68 -171.00   45.00        1.2992
   6  68 -169.00   45.00        1.2973
   7  68 -167.00   45.00        1.2992
   8  68 -165.00   45.00        1.3099
   9  68 -163.00   45.00        1.3150
  10  68 -161.00   45.00        1.3881
  11  68 -159.00   45.00        1.3957
  12  68 -157.00   45.00        1.4103
  13  68 -155.00   45.00        1.3937
  14  68 -153.00   45.00        1.3069
  15  68 -151.00   45.00        1.2201
  16  68 -149.00   45.00        1.1453
  17  68 -147.00   45.00        1.0077
  18  68 -145.00   45.00        0.9833
  19  68 -143.00   45.00        0.7831
  20  68 -141.00   45.00        0.7554
  21  68 -139.00   45.00        0.6200
  22  68 -137.00   45.00        0.5438
  23  68 -135.00   45.00        0.3901
  24  68 -133.00   45.00        0.2364
  25  68 -131.00   45.00        0.1341
  26  68 -129.00   45.00       -0.0250
  27  68 -127.00   45.00       -0.0549
  28  68 -125.00   45.00        1.6027
  29  68 -123.00   45.00        1.5956
  30  68 -121.00   45.00        1.5718
  31  68 -119.00   45.00        1.5473
  32  68 -117.00   45.00        1.5274
  33  68 -115.00   45.00        1.5075
  34  68 -113.00   45.00        1.4898
  35  68 -111.00   45.00        1.4697
  36  68 -109.00   45.00        1.4630
  37  68 -107.00   45.00        1.3407
  38  68 -105.00   45.00        1.3191
  39  68 -103.00   45.00        1.1288
  40  68 -101.00   45.00        1.0104
  41  68  -99.00   45.00        0.8141
  42  68  -97.00   45.00        0.6178
  43  68  -95.00   45.00        0.5057
  44  68  -93.00   45.00        0.3300
  45  68  -91.00   45.00        0.3165
  46  68  -89.00   45.00        0.2588
  47  68  -87.00   45.00        0.2693
  48  68  -85.00   45.00        0.3419
  49  68  -83.00   45.00        0.3954
  50  68  -81.00   45.00        0.4825
  51  68  -79.00   45.00        0.5696
  52  68  -77.00   45.00        0.6119
  53  68  -75.00   45.00        0.6731
  54  68  -73.00   45.00        0.6782
  55  68  -71.00   45.00        0.7001
  56  68  -69.00   45.00        0.8512
  57  68  -67.00   45.00        0.9939
  58  68  -65.00   45.00        0.6778
  59  68  -63.00   45.00        0.8136
  60  68  -61.00   45.00        0.9494
  61  68  -59.00   45.00        1.0659
  62  68  -57.00   45.00        1.5608
  63  68  -55.00   45.00        1.5767
  64  68  -53.00   45.00        1.6509
  65  68  -51.00   45.00        1.6381
  66  68  -49.00   45.00        1.2581
  67  68  -47.00   45.00        0.9676
  68  68  -45.00   45.00        0.6823
  69  68  -43.00   45.00        0.3970
  70  68  -41.00   45.00        0.3789
  71  68  -39.00   45.00        0.4305
  72  68  -37.00   45.00        0.4259
  73  68  -35.00   45.00        0.6504
  74  68  -33.00   45.00        0.6978
  75  68  -31.00   45.00        0.9812
  76  68  -29.00   45.00        1.1236
  77  68  -27.00   45.00        1.1944
  78  68  -25.00   45.00        1.2651
  79  68  -23.00   45.00        1.2989
  80  68  -21.00   45.00        1.3509
  81  68  -19.00   45.00        1.3581
  82  68  -17.00   45.00        1.5869
  83  68  -15.00   45.00        1.5505
  84  68  -13.00   45.00        1.1794
  85  68  -11.00   45.00        1.0224
  86  68   -9.00   45.00        1.0528
  87  68   -7.00   45.00        1.0833
  88  68   -5.00   45.00        1.0712
  89  68   -3.00   45.00        1.0059
  90  68   -1.00   45.00        1.0179
  91  68    1.00   45.00        2.1067
  92  68    3.00   45.00        2.1255
  93  68    5.00   45.00        2.2450
  94  68    7.00   45.00        2.3071
  95  68    9.00   45.00        2.3343
  96  68   11.00   45.00        2.3615
  97  68   13.00   45.00        2.3492
  98  68   15.00   45.00        2.3238
  99  68   17.00   45.00        2.3125
 100  68   19.00   45.00        2.1920
 101  68   21.00   45.00        2.1645
 102  68   23.00   45.00        2.0538
 103  68   25.00   45.00        1.9801
 104  68   27.00   45.00        1.9357
 105  68   29.00   45.00        1.8912
 106  68   31.00   45.00        1.6251
 107  68   33.00   45.00        1.6131
 108  68   35.00   45.00        1.6107
 109  68   37.00   45.00        1.6888
 110  68   39.00   45.00        1.8595
 111  68   41.00   45.00        2.1927
 112  68   43.00   45.00        2.3378
 113  68   45.00   45.00        2.5686
 114  68   47.00   45.00        2.7994
 115  68   49.00   45.00        3.0237
 116  68   51.00   45.00        3.3707
 117  68   53.00   45.00        3.4332
 118  68   55.00   45.00        3.8240
 119  68   57.00   45.00        3.8434
 120  68   59.00   45.00        3.8311
 121  68   61.00   45.00        3.8117
 122  68   63.00   45.00        3.7587
 123  68   65.00   45.00        3.7057
 124  68   67.00   45.00        3.6915
 125  68   69.00   45.00        3.6697
 126  68   71.00   45.00        3.6695
 127  68   73.00   45.00        3.6482
 128  68   75.00   45.00        3.6453
 129  68   77.00   45.00        3.6021
 130  68   79.00   45.00        3.5737
 131  68   81.00   45.00        3.4981
 132  68   83.00   45.00        3.4224
 133  68   85.00   45.00        3.3153
 134  68   87.00   45.00        3.1169
 135  68   89.00   45.00        3.0829
 136  68   91.00   45.00        2.7784
 137  68   93.00   45.00        2.7480
 138  68   95.00   45.00        2.6042
 139  68   97.00   45.00        2.5343
 140  68   99.00   45.00        2.5042
 141  68  101.00   45.00        2.4742
 142  68  103.00   45.00        2.4589
 143  68  105.00   45.00        2.4341
 144  68  107.00   45.00        2.4333
 145  68  109.00   45.00        2.4225
 146  68  111.00   45.00        2.4203
